Text,Difficulty
"En d'autres termes, si l'on admet que l'anglais, par le type de connaissances qu'on en attend, et par la proximité typologique, génétique qui le lie au français est une langue qu'un jour ou l'autre l'enfant francophone, selon l'usage qu'il en fera, apprendra il n'y a pas lieu de se hâter",C2
"En sorte que le breton ayant une justification bien plus profonde, bien plus enracinée dans la culture locale, si j'étais breton, il ne fait aucun doute que je choisirais de faire apprendre le breton à mes enfants",C2
"Toutes ces raisons font que le bilinguisme breton-français me paraît particulièrement défendable ici, sans compter les avantages que j'ai mentionnés pour un enfant qui commence très tôt son immersion dans une grande et belle langue celtique",C2
"Ceux qui, même adultes, apprennent le breton ou l'apprennent à leurs enfants, sont dignes d'admiration",C2
Je tiens à dire que j'apporte ma caution de linguiste professionnel à la promotion de la langue bretonne,C2
"Fort de ce succès, Roger Rougier a continué à développer cette approche amusante des apprentissages",C2
"Très vite, il s’est mis à créer des fiches de logique",B2
"« Je l’ai fait pour ma classe parce que les enfants aiment raisonner, que cela les met en confiance et qu’ensuite ils sont disponibles pour une leçon »",C2
"Ce qui est étonnant, c’est que les énigmes et les problèmes conçus pour la classe régalent aussi les petits vacanciers",C2
"Ce sont des jeux qui obligent à une réflexion, un travail intellectuel ; mais l’idée de jeu masque le côté labeur",C2
"Vendus sous forme de petits formats noir et blanc, ses Jeux pour s’entraîner à raisonner ou ses Jeux de calcul mental trompent bien leur petit monde",C2
"D’autres éditeurs exploitent le créneau, et Internet regorge de sites intéressants qui permettent une approche moins scolaire, certes, mais tellement plus amusante, des mathématiques",C2
"Comme Jean-Christophe Deledicq, un informaticien fondateur de la librairie des maths, pour qui « il y a tellement de manières d’aimer les mathématiques [qu’il propose] de nombreux produits plus ou moins littéraires, plus ou moins ludiques »",C2
"Son espace virtuel, unique en son genre, fête ses deux ans d’existence, et propose une belle collection d’alternatives au cahier de vacances",C2
"« Si j’étais parent d’un collégien, je lui conseillerais de lire cet été Le Bizarre Incident du chien pendant la nuit, de Mark Haddon (Nil et Pocket Jeunesse), de jouer au Triolet (Editions Tilsit), qui est une sorte de Scrabble des nombres, deux nouveautés intéressantes",C2
Mais d’autres pourront préférer L’Assassin des échecs (Le Pommier) ou Les Annales du Kangourou (Editions du Kangourou) »,C2
"Pour JeanChristophe Deledicq, l’essentiel est que l’enfant se fasse plaisir tout en révisant",C2
Français et mathématiques sont – personne ne s’en étonnera – les deux disciplines les plus révisées durant l’été,C2
"Pour mieux maîtriser son langage en septembre qu’en juin, l’écrivain Yak Rivais propose une approche très personnelle qui n’en finit pas de séduire",C2
Cet auteur tellement lu pour sa Grammaire impertinente propose aussi… des Jeux pour lire vite (Retz),C2
De quoi faire aimer la grammaire aux plus récalcitrants,C2
"Ou à identifier des mots cachés… Le tout, les mains dans les poches, puisque le principe de ces jeux, c’est que l’enfant « travaille » toujours sans crayon",C2
"Il croit s’amuser, alors qu’il est en train de travailler",C2
"Comme avec Les sorcières sont NRV (Ecole des loisirs), qui n’ont pas pris une ride depuis 1988, et où articles, adverbes et pronoms entrent dans une danse endiablée, ou encore avec LFHE la sorcière (Ecole des loisirs), où cette fois ce sont les adjectifs qui sont prestidigitisés",C2
"D’autres auteurs ont exploité ce terrain comme Erik Orsenna et ses Chevaliers du subjonctif, sorti à l’automne 2004 (Le Monde de l’éducation n° 328, septembre 2004)",C2
"Pour Yak Rivais, le langage fait certes travailler le cerveau, mais aussi l’œil et l’oreille",C2
"Celui qui, à 65 ans, apprécie toujours autant ses visites dans les classes, estime que les parents ont parfois trop négligé des choses très simples",C2
"A ses yeux, en effet, tout commence avec les comptines, et si autant d’enfants ne maîtrisent pas suffisamment leur langue maternelle aujourd’hui, c’est qu’on a un peu oublié de les aider à développer leur oreille",C2
« Comment voulez-vous demander une analyse grammaticale ou parler du pronom relatif à un enfant qui n’emploie que des propositions juxtaposées ? »,C2
"Le travail sur le langage doit se faire tous les jours, en aidant l’enfant à construire des phrases de plus en plus élaborées, mais aussi en lui enseignant la musicalité de la langue très jeune grâce à ces comptines, insistet-il",C2
Autant d’acquis essentiels qui n’interdisent pas la révision d’un ou deux points pour l’enfant qui en a vraiment besoin ou envie,C2
L’idéal est évidemment que le parent sache sur quelles notions son enfant a achoppé durant l’année,C2
"Mais, attention, repartir du cours qui n’a pas été compris n’est pas la panacée",C2
C’est comme s’ils redonnaient des épinards à celui qui ne les aime pas,C2
"S’ils s’y prennent autrement, alors c’est un plus », note Claire, une enseignante de CM2",C2
"Comme le rappelle le directeur du laboratoire de psychologie cognitive de l’université de Clermont-Ferrand (Puy-de-Dôme), Michel Fayol, le rôle des parents n’est pas de se transformer en répétiteur, mais de répondre à un besoin ou à une envie",C2
"Une limitation d’autant plus efficace que, comme le rappelle le chercheur, « les apprentissages distribués sont plus efficaces que les apprentissages regroupés »",C2
"Autrement dit, il ne faut pas dégainer des révisions tous les jours",C2
"« Une fois par semaine suffit en général à ne pas oublier une ou deux choses, et un peu plus à la veille de la rentrée », estime-t-il",C2
Juste assez pour prendre la pleine mesure du bonheur d’être en vacances,C2
"Qui résiste en effet au plaisir de « schtroumpfer » son texte, c’est-à-dire d’y remplacer tous les verbes d’action et les participes passés par le verbe « schtroumpfer », correctement accordé, bien sûr ? Qui se refuserait à trouver le plus rapidement possible le mot le plus long d’un petit texte",C2
Abandonnez sans état d’âme le traditionnel cahier de vacances que les trois quarts des enfants ne terminent pas : la liste des produits alternatifs qui visent à « faire aimer » autant qu’à « faire réviser » est longue,C2
"Pour éviter d’oublier en deux mois des compétences si chèrement apprises durant l’année, mais aussi pour se cultiver",C2
Que restera-t-il à la rentrée des acquis de l’année scolaire ?,C2
Cerveau et seau de plage jouent-ils les vases communicants ?,C2
"Concentrés toute l’année sur les résultats scolaires de leurs enfants, les parents ne sont pas prêts à laisser les bains de mer ou de soleil délaver les tables de multiplication, les plus-que-parfait de l’indicatif et autres théorèmes de géométrie si chèrement acquis",C2
"Pour conjurer les deux mois de vacances, ils achètent donc leur potion en librairie pour un investissement moyen de 7 euros",C2
"Cela s’appelle cahier de vacances, et 4,5 millions d’écoliers et d’élèves n’ont d’autre solution que de lui trouver une place dans leur valise",C2
"Qu’est-ce qui peut bien poser problème dans ces petits livrets pourtant plutôt attractifs pour que seuls 23,4 % de leurs détenteurs arrivent au bout ?",C2
"Jeune retraité de l’éducation nationale, Roger Rougier a sa réponse",C2
"« Je les ai subis, et je les ai fait subir à mes enfants, jusqu’à ce que j’ose m’en affranchir, résume cet inventeur de produits plus ludiques",C2
Je les ai abandonnés le jour où j’ai commencé à faire tenir des cahiers d’été à mes enfants et à créer des jeux avec eux,C2
Je me souviens d’un été durant lequel nous nous étions beaucoup déplacés en caravane,C2
"En quittant chaque étape, mes enfants dessinaient le lieu ou une personne qu’ils y avaient rencontrée",C2
"A la fin des vacances, nous avons assemblé ces vignettes et créé ensemble un jeu de l’oie",C2
"Comme support d’échange, ça a été fantastique",C2
"Nous ne pouvions pas faire une partie sans que l’un d’eux ne raconte un épisode ou un personnage », rappelle celui qui, ni vu ni connu, a fait, par ce biais, travailler la narration à ses enfants",C2
"« Je l’ai fait pour ma classe parce que les enfants aiment raisonner, que cela les met en confiance et qu’ensuite ils sont disponibles pour une leçon », se souvient-il",C2
"Explication de l’auteur : « Ce sont des jeux qui obligent à une réflexion, un travail intellectuel ; mais l’idée de jeu masque le côté labeur »",C2
"Pas au point qu’il faille en limiter la consommation, mais tout de même",C2
"Pour Jean-Christophe, l’essentiel est que l’enfant se fasse plaisir tout en révisant",C2
Cet auteur tellement lu pour sa Grammaire impertinente propose aussi,C2
"Qui résiste en effet au plaisir de « schtroumpfer » son texte, c’est-à-dire d’y remplacer tous les verbes d’action et les participes passés par le verbe « schtroumpfer », correctement accordé, bien sûr ?",C2
Qui se refuserait à trouver le plus rapidement possible le mot le plus long d’un petit texte ?,C2
D’autres auteurs ont exploité ce terrain comme Erik Orsenna et ses Chevaliers du subjonctif,C2
"Mais il peut aussi se produire sur des informations bien enregistrées qu’on a du mal à retrouver dans la grande bibliothèque de notre mémoire », rappelle Alain Lieury, universitaire spécialiste de la mémoire",C2
"Une mémoire lexicale qui enregistre la carrosserie des mots, et une mémoire sémantique qui compile du sens",C2
"Le « rebâchage » envoie les données dans la première mémoire, tandis que plusieurs approches différentes d’un même sujet vont permettre de dégager du sens et d’envoyer les don- nées communes au cœur de la mémoire sémantique », explique-t-il",C2
"Ainsi, un enfant qui a appris une leçon très scolaire sur un sujet, et qui durant ses vacances verra un documentaire sur le même thème, trouvera matière à faire passer ce qu’il y a de commun entre les deux dans sa mémoire sémantique",C2
"Si la connaissance est convoquée une troisième fois, lors de la visite d’un musée par exemple, elle sera encore mieux assimilée et il sera d’autant plus facile de se la remémorer ensuite",C2
"« Parce que les révisions aident à faire retrouver la trace du rangement au sein de sa mémoire, ajoute-t-il",C2
Un enfant peut avoir parfois l’impression d’avoir complètement oublié une connaissance acquise durant l’année scolaire,C2
Un simple indice donné durant les vacances va lui permettre de remonter le fil et de la retrouver,C2
"Revue une fois, elle sera cette fois plus facilement accessible »",C1
